condition,scope,adaptation_rate,learning_rate,seed,initial_state_hash,epoch_order_hash,best_validation_accuracy,final_validation_accuracy,selected_test_accuracy,mean_validation_accuracy,final_validation_loss,mean_validation_loss,best_epoch,elapsed_seconds,steps,diverged,beta_mean,beta_std,mean_within_tensor_beta_std,pct_beta_below_0_5,pct_beta_above_0_9
noise20,output,0.3,0.05,505,c191242e7d3591500b303507071e2a9d0a10c2271011bd04ff5f164867abba78,fc5932e1ba6295e2d4e533fe18cf5d4596b9247f7846b6a038223f8eef65b2c3,31.2,31.2,31.35,23.3,1.9704849853515625,2.091503204345703,6,1.604316375014605,48,False,0.7936387807130814,0.06019018869847059,0.057188861848165594,0.007374631240963936,6.039823017393549
noise20,output,0.3,0.2,505,c191242e7d3591500b303507071e2a9d0a10c2271011bd04ff5f164867abba78,fc5932e1ba6295e2d4e533fe18cf5d4596b9247f7846b6a038223f8eef65b2c3,20.3,20.3,21.6,17.633333333333333,2.1286512451171875,2.2009787190755206,6,1.5659332500072196,48,False,0.7868481104572614,0.07665947296967109,0.06995610194280744,0.8333333302289248,10.294985103731355
noise20,tensor,0.3,0.2,505,c191242e7d3591500b303507071e2a9d0a10c2271011bd04ff5f164867abba78,fc5932e1ba6295e2d4e533fe18cf5d4596b9247f7846b6a038223f8eef65b2c3,21.5,21.5,21.05,16.900000000000002,2.200195068359375,2.235777872721354,6,1.5562043329991866,48,False,0.7952303687731425,0.03502037841826677,0.0,0.0,5.48780495300889
noise20,tensor,0.3,0.6,505,c191242e7d3591500b303507071e2a9d0a10c2271011bd04ff5f164867abba78,fc5932e1ba6295e2d4e533fe18cf5d4596b9247f7846b6a038223f8eef65b2c3,22.7,22.7,22.95,17.8,2.140736083984375,2.213486490885417,6,1.559547458018642,48,False,0.7925794422626495,0.04710904019884765,0.0,0.10162601247429848,9.756097570061684
noise20,output,0.3,0.6,505,c191242e7d3591500b303507071e2a9d0a10c2271011bd04ff5f164867abba78,fc5932e1ba6295e2d4e533fe18cf5d4596b9247f7846b6a038223f8eef65b2c3,20.2,16.8,18.15,16.183333333333334,2.2116610107421875,2.2346784057617186,4,1.5255125830008183,48,False,0.7780297920107841,0.07981516188010573,0.07477885841702421,0.7153392303735018,10.38348094249765
noise20,output,1.0,0.05,505,c191242e7d3591500b303507071e2a9d0a10c2271011bd04ff5f164867abba78,fc5932e1ba6295e2d4e533fe18cf5d4596b9247f7846b6a038223f8eef65b2c3,31.8,30.9,32.15,24.383333333333336,1.9592865600585938,2.072477518717448,5,1.5848777499923017,48,False,0.7909761816263199,0.1986627709120512,0.18536317658921084,12.16814168728888,44.95575204491615
noise20,tensor,1.0,0.05,505,c191242e7d3591500b303507071e2a9d0a10c2271011bd04ff5f164867abba78,fc5932e1ba6295e2d4e533fe18cf5d4596b9247f7846b6a038223f8eef65b2c3,32.2,31.7,31.0,24.599999999999998,1.952812255859375,2.0746909891764322,5,1.573313540982781,48,False,0.7968132595221201,0.09212201414629817,0.0,8.434959221631289,31.402439034233492
noise20,tensor,1.0,0.2,505,c191242e7d3591500b303507071e2a9d0a10c2271011bd04ff5f164867abba78,fc5932e1ba6295e2d4e533fe18cf5d4596b9247f7846b6a038223f8eef65b2c3,21.1,21.1,18.1,16.183333333333334,2.213325927734375,2.2540335693359377,6,1.5593562079884578,48,False,0.7979804550608,0.10020599110672872,0.0,7.825203270961841,35.5691058250765
noise20,output,1.0,0.2,505,c191242e7d3591500b303507071e2a9d0a10c2271011bd04ff5f164867abba78,fc5932e1ba6295e2d4e533fe18cf5d4596b9247f7846b6a038223f8eef65b2c3,28.8,28.7,28.0,23.78333333333333,1.96143310546875,2.072492991129557,5,1.5530025829793885,48,False,0.8063150321443876,0.19141384897132716,0.18162554999192557,11.002949997782707,48.20796431352695
noise20,output,1.0,0.6,505,c191242e7d3591500b303507071e2a9d0a10c2271011bd04ff5f164867abba78,fc5932e1ba6295e2d4e533fe18cf5d4596b9247f7846b6a038223f8eef65b2c3,27.5,27.1,27.25,21.833333333333332,1.9793530883789063,2.1047733764648435,5,1.5615027500025462,48,False,0.7980568011601766,0.19504529206703106,0.1846032738685608,12.042772863060236,48.06784614920616
