condition,scope,adaptation_rate,learning_rate,seed,epoch,train_loss,train_accuracy,validation_loss,validation_accuracy,beta_mean,beta_std,mean_within_tensor_beta_std,pct_beta_below_0_5,pct_beta_above_0_9
noise20,tensor,0.1,0.05,404,1,2.3382932853698732,11.65,2.31881103515625,11.9,0.859967976808548,0.009121183247771114,0.0,0.0,25.0
noise20,tensor,0.1,0.05,404,2,2.273836725234985,14.35,2.143231201171875,22.3,0.8027209341526031,0.012240914860740304,0.0,0.0,0.0
noise20,tensor,0.1,0.05,404,3,2.2110504093170165,18.35,2.1118660888671874,22.8,0.7997305393218994,0.01377672958187759,0.0,0.0,0.0
noise20,tensor,0.1,0.05,404,4,2.1436322650909423,19.8,2.0500750732421875,20.1,0.7906376868486404,0.01206636126153171,0.0,0.0,0.0
noise20,tensor,0.1,0.05,404,5,2.112326732635498,21.3,1.9954407348632812,28.9,0.7967657297849655,0.009330262895673513,0.0,0.0,0.0
noise20,tensor,0.1,0.05,404,6,2.0895523490905763,24.35,1.9893017578125,30.0,0.7992487847805023,0.014696052065119147,0.0,0.0,0.0
noise20,output,0.1,0.05,404,1,2.3380435447692873,11.7,2.3187843017578125,11.6,0.8569463938474655,0.03099758760072291,0.028197140200063586,0.0,29.778760857880116
noise20,output,0.1,0.05,404,2,2.2737657165527345,14.3,2.1424605712890625,22.5,0.7906528860330582,0.03277022857218981,0.030232523567974567,0.0,0.044247787445783615
noise20,output,0.1,0.05,404,3,2.2116036911010744,17.65,2.109709045410156,23.2,0.7812315076589584,0.02973163779824972,0.027425108943134546,0.0,0.0
noise20,output,0.1,0.05,404,4,2.14314284324646,19.9,2.0508442993164064,20.1,0.7781456708908081,0.02734570298343897,0.026597709860652685,0.0,0.0
noise20,output,0.1,0.05,404,5,2.112563335418701,21.35,2.0006437377929687,28.8,0.7818777710199356,0.026600024197250605,0.025940484367311,0.0,0.0
noise20,output,0.1,0.05,404,6,2.0912673587799073,24.4,1.9931345825195312,28.9,0.7870291769504547,0.02556972624734044,0.023994537070393562,0.0,0.0
noise20,output,0.1,0.2,404,1,2.348627902984619,10.9,2.3047344970703123,10.0,0.8522122502326965,0.03100789338350296,0.028454968240112066,0.0,25.044248439371586
noise20,output,0.1,0.2,404,2,2.2749564514160157,13.75,2.187319091796875,19.3,0.760064572095871,0.033386703580617905,0.03194288397207856,0.0,0.0
noise20,output,0.1,0.2,404,3,2.228451145172119,15.05,2.1531087646484375,21.1,0.7673286497592926,0.028574634809046984,0.02638119040057063,0.0,0.0
noise20,output,0.1,0.2,404,4,2.1975896072387697,16.55,2.1116595458984375,18.5,0.7737680971622467,0.033223622944206,0.029954772908240557,0.0,0.0
noise20,output,0.1,0.2,404,5,2.1708787574768067,19.25,2.072780822753906,26.3,0.7764531373977661,0.02810228429734707,0.02730400813743472,0.0,0.0
noise20,output,0.1,0.2,404,6,2.141680820465088,22.25,2.0548759765625,25.1,0.7815912216901779,0.02842735033482313,0.026780080515891314,0.0,0.0
noise20,tensor,0.1,0.2,404,1,2.3491393985748292,11.0,2.30238525390625,10.7,0.857683926820755,0.010991737130098045,0.0,0.0,23.780488036572933
noise20,tensor,0.1,0.2,404,2,2.2753683891296386,13.35,2.1957325439453124,19.1,0.7724805772304535,0.018185682827606797,0.0,0.0,0.0
noise20,tensor,0.1,0.2,404,3,2.2365907802581786,14.9,2.154509521484375,21.3,0.7849282324314117,0.013697217684239149,0.0,0.0,0.0
